the_geom,ATS_Code,Loc_Code,Loc_Name,Managed_by,LCC,PrimaryBui,BIN,BBL,Address,City,BoroNum,State,Zip,GeoDistric,AdiminDist,XCoordinat,YCoordinat
POINT (-73.9139641031197 40.76176235577622),30Q070,Q070,P.S. 070,1,2,Q070,4442503,4006960014.0,30-45 42 STREET,QUEENS,4,NY,11103,30,30,1008084,216819
POINT (-73.80684232054188 40.69486894877499),28Q050,Q050,P.S. 050 Talfourd Lawn Elementary School,1,2,Q050,4214461,4100240012.0,143-26 101 AVENUE,QUEENS,4,NY,11435,28,28,1037813,192495
POINT (-74.08542036729213 40.642090996409934),31R031,R031,P.S. 031 William T. Davis,1,2,R031,5001150,5000490182.0,55 LAYTON AVENUE,STATEN ISLAND,5,NY,10301,31,31,960544,173219
POINT (-74.17818103461036 40.607095576734906),84R067,R067,John W. Lavelle Preparatory Charter School,2,7,RAHR,5146615,5.0216502E+9,1 TELEPORT DRIVE,STATEN IS,5,NY,10311,31,84,934775,160508
POINT (-73.95948462705235 40.66519920154933),17K375,K375,P.S. 375 Jackie Robinson School,1,2,K320,3034356,3013010001.0,46 MCKEEVER PLACE,BROOKLYN,3,NY,11225,17,17,995490,181629
POINT (-73.84403266777186 40.72578751761981),28Q303,Q303,The Academy for Excellence through the Arts,1,1,Q003,4052265,4022180021.0,108-55 69 AVENUE,QUEENS,4,NY,11375,28,28,1027480,203739
POINT (-73.91268628037136 40.87737994424796),10X477,X477,Marble Hill High School for International Studies,1,5,X475,1064532,1022150080.0,99 TERRACE VIEW AVENUE,BRONX,2,NY,10463,10,10,1008396,258943
POINT (-73.96163606228481 40.67859170199625),13K594,K594,Gotham Professional Arts Academy,1,5,K909,3027982,3011410005.0,561 GRAND AVENUE,BROOKLYN,3,NY,11238,17,13,994891,186508
POINT (-73.93918166181251 40.75834200854498),30Q111,Q111,P.S. 111 Jacob Blackwell,1,15,Q111,4004419,4003630001.0,37-15 13 STREET,QUEENS,4,NY,11101,30,30,1001099,215567
POINT (-74.00254059640672 40.74340739611657),02M419,M419,Landmark High School,1,5,M440,1013096,1007420007.0,351 WEST  18 STREET,MANHATTAN,1,NY,10011,2,2,983546,210120
POINT (-73.85593070513221 40.82121847122283),79X996,X996,ALC - Stevenson Campus,1,8,X450,2022205,2036040039.0,1980 LAFAYETTE AVENUE,BRONX,2,NY,10473,8,79,1024125,238502
POINT (-73.9027948139141 40.83388496168688),09X250,X250,Eximius College Preparatory Academy: A College Board School,1,5,X002,2009617,2029250056.0,1363 FULTON AVENUE,BRONX,2,NY,10456,9,9,1011149,243099
POINT (-73.70899988005957 40.75337932100248),75Q404,QHOS,Hospital Schools - Queens,1,8,QAZJ,4439539,4085200002.0,269-01 76th Avenue,QUEENS,4,NY,11042,24,75,1064874,213887
POINT (-73.9725579665287 40.78892568874882),03M166,M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,1,2,M166,1032308,1012190047.0,132 WEST  89 STREET,MANHATTAN,1,NY,10024,3,3,991849,226705
POINT (-73.97872053246172 40.64789303486381),84K707,K707,Brooklyn Prospect Charter School,2,7,KAGI,3123973,3053160001.0,3002 FORT HAMILTON PARKWAY,BROOKLYN,3,NY,11218,15,84,990155,175322
POINT (-73.89860124141892 40.64054368130623),18K617,K617,High School for Innovation in Advertising and Media,1,5,K500,3230949,3082220001.0,1600 ROCKAWAY PARKWAY,BROOKLYN,3,NY,11236,18,18,1012391,172660
POINT (-74.0203435725759 40.63951886549041),20K971,K971,"School of Math, Science, and Healthy Living",1,2,K971,3143927,3057990038.0,6214 4TH AVENUE,BROOKLYN,3,NY,11220,20,20,978604,172271
POINT (-73.81673093820825 40.675021165514494),27Q314,Q314,Epic High School - South,1,5,Q226,4253607,4.1171401E+9,121-10 ROCKAWAY BOULEVARD,QUEENS,4,NY,11420,27,27,1035086,185258
POINT (-73.91268517268394 40.67445603846988),84K626,K626,Achievement First Brownsville Charter School,2,7,K055,3038939,3014480001.0,2021 BERGEN STREET,BROOKLYN,3,NY,11233,23,84,1008470,185011
POINT (-73.92221210654492 40.64772871251356),18K629,K629,Cultural Academy for the Arts and Sciences,1,5,K415,3104598,3047420001.0,5800 TILDEN AVENUE,BROOKLYN,3,NY,11203,18,18,1005836,175271
POINT (-73.86164995593063 40.8751727168432),11X544,X544,High School for Contemporary Arts,1,5,X425,2057045,2046330040.0,800 EAST GUN HILL ROAD,BRONX,2,NY,10467,11,11,1022511,258157
POINT (-73.90902286462284 40.848552282252925),09X568,X568,Young Women's Leadership School of the Bronx,1,4,X117,2007902,2028270001.0,1865 MORRIS AVENUE,BRONX,2,NY,10453,9,9,1009420,248441
POINT (-73.91268628037136 40.87737994424796),84X553,X553,New Visions Charter High School for the Humanities,2,5,X475,1064532,1022150080.0,99 TERRACE VIEW AVENUE,BRONX,2,NY,10463,10,84,1008396,258943
POINT (-73.78268416088362 40.67394906965311),27Q261,Q261,Voyages Prep - South Queens,1,5,Q400,4265978,4122610001.0,156-10 BAISLEY BOULEVARD,QUEENS,4,NY,11434,27,27,1044531,184889
POINT (-73.88790938968326 40.729104854160965),24Q585,Q585,Maspeth High School,1,5,Q585,4062864,4028030001.0,54-40 74TH STREET,QUEENS,4,NY,11373,24,24,1015317,204929
POINT (-73.93923264622543 40.79345821106572),79M607,M607,ALC - EAST HARLEM,1,8,MBEK,1052876,1016830013.0,321 EAST 111TH STREET,NEW YORK,1,NY,10029,4,79,1001076,228361
POINT (-74.00191583949801 40.6028090633828),20K200,K200,P.S. 200 Benson School,1,2,K200,3167818,3064070008.0,1940 BENSON AVENUE,BROOKLYN,3,NY,11214,20,20,983718,158896
POINT (-73.89014506279413 40.84370516317017),12X211,X211,P.S. 211,1,15,X193,2094582,2029510032.0,1919 PROSPECT AVENUE,BRONX,2,NY,10457,12,12,1014645,246681
POINT (-73.8871957335021 40.66046568724996),75K036,K036,P.S. 36,1,7,K857,3097429,3043270024.0,2045 LINDEN BOULEVARD,BROOKLYN,3,NY,11207,19,75,1015547,179922
POINT (-73.98290984886425 40.668644273021904),15K039,K039,P.S. 039 Henry Bristow,1,2,K039,3021932,3010000001.0,417 6 AVENUE,BROOKLYN,3,NY,11215,15,15,988991,182882
POINT (-74.19009354538039 40.59154639072086),31R026,R026,P.S. 026 The Carteret School,1,2,R026,5107386,5026340001.0,4108 VICTORY BOULEVARD,STATEN ISLAND,5,NY,10314,31,31,931455,154850
POINT (-73.98925020583347 40.626454971345915),20K180,K180,The SEEALL Academy,1,15,K180,3130809,3054920001.0,5601 16 AVENUE,BROOKLYN,3,NY,11204,20,20,987234,167511
POINT (-73.9460939321079 40.69160666850139),84K486,K486,New Dawn Charter High School,2,5,KAFM,3329650,3017800033.0,760 DEKALB AVENUE,BROOKLYN,3,NY,11216,13,84,999199,191252
POINT (-73.9487716210355 40.703034359678256),14K318,K318,I.S. 318 Eugenio Maria De Hostos,1,3,K318,3061328,3022460001.0,101 WALTON STREET,BROOKLYN,3,NY,11206,14,14,998454,195415
POINT (-73.90673916875171 40.82229179386985),08X301,X301,M.S. 301 Paul L. Dunbar,1,3,X120,2004496,2026310048.0,890 CAULDWELL AVENUE,BRONX,2,NY,10456,8,8,1010062,238874
POINT (-73.92545988191455 40.80819480345993),84X364,X364,South Bronx Classical Charter School II,2,2,X154,2097030,2022980001.0,333 EAST 135 STREET,BRONX,2,NY,10454,7,84,1004885,233733
POINT (-73.98874366793628 40.66080590506512),75K053,K053,P.S. K053,1,7,K088,3331276,3008800001.0,544 7TH AVENUE,BROOKLYN,3,NY,11215,15,75,987373,180026
POINT (-73.99240598339956 40.75303849585782),79M984,M984,LYFE,1,8,M827,1014421,1007850001.0,500 8 AVENUE,MANHATTAN,1,NY,10018,2,79,986354,213629
POINT (-73.94349829554729 40.580161568176166),22K195,K195,P.S. 195 Manhattan Beach,1,2,K195,3246519,3087520035.0,131 IRWIN STREET,BROOKLYN,3,NY,11235,22,22,999945,150650
POINT (-74.00222299200027 40.74251261404425),02M414,M414,N.Y.C. Museum School,1,5,M070,1079152,1007410010.0,333 WEST  17 STREET,MANHATTAN,1,NY,10011,2,2,983634,209794
POINT (-73.88199753316417 40.64664048331897),19K346,K346,P.S. 346 Abe Stark,1,2,K346,3098294,3044520025.0,1400 PENNSYLVANIA AVENUE,BROOKLYN,3,NY,11239,19,19,1016996,174887
POINT (-73.96380827426994 40.71508958084452),14K084,K084,P.S. 084 Jose De Diego,1,15,K084,3062766,3023910001.0,250 BERRY STREET,BROOKLYN,3,NY,11211,14,14,994283,199805
POINT (-74.08379963314043 40.61113643432562),31R057,R057,P.S. 057 Hubert H. Humphrey,1,2,R057,5043519,5028880040.0,140 PALMA DRIVE,STATEN ISLAND,5,NY,10304,31,31,960983,161941
POINT (-73.91369444464816 40.87793513036105),10X368,X368,In-Tech Academy (M.S. / High School 368),1,4,X368,2112838,2057160725.0,2975 TIBBETT AVENUE,BRONX,2,NY,10463,10,10,1008117,259145
POINT (-73.93717903588889 40.799690389938455),04M096,M096,P.S. 096 Joseph Lanzetta,1,15,M096,1074333,1017840012.0,216 EAST 120 STREET,MANHATTAN,1,NY,10035,4,4,1001643,230632
POINT (-73.97017128124145 40.60272286455133),21K215,K215,P.S. 215 Morris H. Weiss,1,2,K215,3178584,3066810169.0,415 AVENUE S,BROOKLYN,3,NY,11223,21,21,992533,158866
POINT (-73.92381831227497 40.866381604513855),06M311,M311,Amistad Dual Language School,1,15,M176,1064900,1022340007.0,4862 BROADWAY,MANHATTAN,1,NY,10034,6,6,1005321,254933
POINT (-73.98550002671647 40.67619825152872),75K372,K372,P.S. 372 -The Children's School,1,15,K834,3007707,3004550001.0,512 CARROLL STREET,BROOKLYN,3,NY,11215,15,75,988272,185634
POINT (-73.94669514907531 40.71088069809198),14K018,K018,P.S. 018 Edward Bush,1,2,K018,3069559,3027870001.0,101 MAUJER STREET,BROOKLYN,3,NY,11206,14,14,999028,198274
POINT (-73.8693050289181 40.69300255491683),19K659,K659,Cypress Hills Collegiate Preparatory School,1,5,K420,3090738,3040940001.0,999 JAMAICA AVENUE,BROOKLYN,3,NY,11208,19,19,1020493,191783
POINT (-73.92273000771888 40.81041348774998),07X049,X049,P.S. 049 Willis Avenue,1,2,X049,2000626,2023020040.0,383 EAST 139 STREET,BRONX,2,NY,10454,7,7,1005640,234542
POINT (-73.9458839401392 40.64821713508609),17K181,K181,P.S. 181 Brooklyn,1,15,K181,3327776,3049040010.0,1023 NEW YORK AVENUE,BROOKLYN,3,NY,11203,17,17,999267,175444
POINT (-73.91752679402552 40.83187358364912),09X443,X443,The Family School,1,2,X090,2002745,2.0245601E+9,1116 SHERIDAN AVENUE,BRONX,2,NY,10456,9,9,1007073,242362
POINT (-73.93444971324327 40.57835617069674),22K535,K535,Leon M. Goldstein High School for the Sciences,1,5,K535,3326938,3087600060.0,1830 SHORE BOULEVARD,BROOKLYN,3,NY,11235,22,22,1002459,149994
POINT (-73.98706400797131 40.735361830024594),02M399,M399,The High School For Language And Diplomacy,1,5,M460,1017828,1008720057.0,40 IRVING PLACE,MANHATTAN,1,NY,10003,2,2,987835,207189
POINT (-73.98411647422607 40.718121644702386),01M142,M142,P.S. 142 Amalia Castro,1,2,M142,1004080,1003430001.0,100 ATTORNEY STREET,MANHATTAN,1,NY,10002,1,1,988653,200908
POINT (-73.97790654955872 40.744511439364096),02M116,M116,P.S. 116 Mary Lindley Murray,1,2,M116,1020080,1009130007.0,210 EAST  33 STREET,MANHATTAN,1,NY,10016,2,2,990372,210523
POINT (-73.7986581507141 40.714551405057364),28Q325,Q325,Hillside Arts & Letters Academy,1,5,Q470,4448806,4.0985801E+9,167-01 GOTHIC DRIVE,JAMAICA,4,NY,11432,28,28,1040066,199671
POINT (-74.01290854217079 40.705424747008834),02M580,M580,Richard R. Green High School of Teaching,1,5,M282,1000811,1000220013.0,7 BEAVER STREET,MANHATTAN,1,NY,10004,2,2,980671,196282
POINT (-73.94745043345964 40.791444873611326),04M072,M072,The Lexington Academy,1,15,M072,1081340,1016320011.0,131 EAST 104 STREET,MANHATTAN,1,NY,10029,4,4,998801,227626
POINT (-73.79635899717526 40.693736497727166),28Q048,Q048,P.S. 048 William Wordsworth,1,2,Q276,4590626,4101440047.0,108-29 155 STREET,QUEENS,4,NY,11433,28,28,1040721,192089
POINT (-73.81533007247269 40.68358538247005),28Q121,Q121,P.S. 121 Queens,1,2,Q121,4249769,4116070001.0,126-10 109 AVENUE,QUEENS,4,NY,11420,28,28,1035468,188379
POINT (-73.89522485868355 40.64293136434626),18K211,K211,I.S. 211 John Wilson,1,3,K211,3326732,3082270001.0,1001 EAST 100 STREET,BROOKLYN,3,NY,11236,18,18,1013327,173531
POINT (-73.95274989922859 40.80455050044781),84M186,M186,Harlem Hebrew Language Charter School,2,2,MAQE,1058397,0.0,147 SAINT NICHOLAS AVENUE,NEW YORK CITY,1,NY,10026,3,84,997331,232400
POINT (-73.87532852890172 40.67878032946884),19K615,K615,Transit Tech Career and Technical Education High School,1,5,K615,3327249,3041550075.0,1 WELLS STREET,BROOKLYN,3,NY,11208,19,19,1018830,186599
POINT (-73.80775010119402 40.72647374014633),25Q154,Q154,P.S. 154 Queens,1,2,Q154,4148003,4068340001.0,75-02 162 STREET,QUEENS,4,NY,11366,25,25,1037536,204009
POINT (-74.01290854217079 40.705424747008834),02M316,M316,"Urban Assembly School of Business for Young Women, the",1,5,M282,1000811,1000220013.0,26 BROADWAY,MANHATTAN,1,NY,10004,2,2,980671,196282
POINT (-73.9770992364425 40.6154054066943),21K226,K226,P.S. 226 Alfred De B. Mason,1,15,K226,3172071,3065490024.0,6006 23 AVENUE,BROOKLYN,3,NY,11204,21,21,990608,163486
POINT (-73.89826521848029 40.82312451288138),84X200,X200,New Visions A.I.M. Charter High School II,2,5,X401,2005366,2026980012.0,1010 REV. J. A. POLITE AVENUE,BRONX,2,NY,10459,12,84,1012407,239180
POINT (-73.91692770115236 40.63445122762312),18K576,K576,Victory Collegiate High School,1,5,K515,3224139,3079980005.0,6565 FLATLANDS AVENUE,BROOKLYN,3,NY,11236,18,18,1007307,170435
POINT (-74.00503178127938 40.71034397707976),02M397,M397,Spruce Street School,1,15,M971,1087485,1001000001.0,12 SPRUCE STREET,MANHATTAN,1,NY,10038,2,2,982855,198074
POINT (-73.93998477232046 40.760376285489194),84Q304,Q304,VOICE Charter School of New York,2,15,QALJ,4439170,4003520001.0,36-24 12TH STREET,QUEENS,4,NY,11106,30,84,1000876,216308
POINT (-73.94074996132784 40.69147229229159),16K025,K025,P.S. 025 Eubie Blake School,1,2,K025,3049858,3017870014.0,787 LAFAYETTE AVENUE,BROOKLYN,3,NY,11221,16,16,1000681,191204
POINT (-73.90392073618278 40.8274550382814),09X404,X404,School for Excellence,1,5,X400,2004526,2026340001.0,1110 BOSTON ROAD,BRONX,2,NY,10456,9,9,1010840,240756
POINT (-73.95155903434858 40.673943741705735),84K756,K756,Success Academy Prospect Heights (Brooklyn 6),2,15,K138,3330795,3012330026.0,760 PROSPECT PLACE,BROOKLYN,3,NY,11216,17,84,997687,184816
POINT (-73.83888022661304 40.89160309344924),11X068,X068,P.S. 068 Bronx,1,2,X068,2067852,2049860081.0,4011 MONTICELLO AVENUE,BRONX,2,NY,10466,11,11,1028797,264154
POINT (-73.94013575307744 40.58837231329682),22K052,K052,P.S. 052 Sheepshead Bay,1,2,K052,3205435,3074740001.0,2675 EAST  29 STREET,BROOKLYN,3,NY,11235,22,22,1000877,153642
POINT (-73.96594954571583 40.80265306011793),03M862,M862,Mott Hall II,1,3,M165,1056676,1018800013.0,234 WEST 109 STREET,MANHATTAN,1,NY,10025,3,3,993677,231707
POINT (-73.95938692654364 40.74277994985624),30Q291,Q291,Hunters Point Community Middle School,1,3,Q404,4538588,4000060008.0,1-50 51ST AVENUE,QUEENS,4,NY,11101,30,30,995504,209894
POINT (-73.92606001255075 40.85653233598318),06M468,M468,High School for Health Careers and Sciences,1,5,M465,1076751,1021600018.0,549 AUDUBON AVENUE,MANHATTAN,1,NY,10040,6,6,1004704,251344
POINT (-73.86443895843671 40.85157708809138),11X418,X418,Bronx High School for the Visual Arts,1,5,X839,2048811,2042900048.0,2040 ANTIN PL,BRONX,2,NY,10462,11,11,1021753,249559
POINT (-73.9614183989751 40.6746858149726),17K353,K353,Elijah Stroud Middle School,1,3,K316,3029246,3011670018.0,750 CLASSON AVENUE,BROOKLYN,3,NY,11238,17,17,994952,185085
POINT (-73.92585171673448 40.68344617958953),84K593,K593,Excellence Boys Charter School,2,15,K783,3046965,3016730001.0,239 PATCHEN AVENUE,BROOKLYN,3,NY,11233,16,84,1004815,188283
POINT (-73.865098601399 40.843574291271246),11X481,X481,The STEAM Bridge School,1,2,X311,2097571,2040370001.0,1684 WHITE PLAINS ROAD,BRONX,2,NY,10462,11,11,1021575,246643
POINT (-73.91406707833296 40.827438342945506),84X380,X380,Success Academy Charter School - Bronx 3,2,2,X145,2097111,2024240001.0,1000 TELLER AVENUE,BRONX,2,NY,10456,9,84,1008032,240747
POINT (-73.88419226683503 40.84378168155542),12X067,X067,P.S. 067 Mohegan School,1,2,X067,2013142,2031230003.0,2024 MOHEGAN AVENUE,BRONX,2,NY,10460,12,12,1016292,246711
POINT (-74.00222299200027 40.74251261404425),02M412,M412,N.Y.C. Lab School for Collaborative Studies,1,5,M070,1079152,1007410010.0,333 WEST  17 STREET,MANHATTAN,1,NY,10011,2,2,983634,209794
POINT (-73.86054775319187 40.748996402914614),24Q016,Q016,P.S. Q016 The Nancy DeBenedittis School,1,2,Q721,4048820,4019850001.0,41-15 104 STREET,QUEENS,4,NY,11368,24,24,1022889,212187
POINT (-74.00505811445407 40.724630451928455),02M615,M615,Chelsea Career and Technical Education High School,1,5,M615,1007378,1004910016.0,131 AVENUE OF THE AMERICAS,MANHATTAN,1,NY,10013,2,2,982848,203279
POINT (-73.98103428092561 40.73587975321437),02M104,M104,J.H.S. 104 Simon Baruch,1,3,M104,1081671,1009260001.0,330 EAST  21 STREET,MANHATTAN,1,NY,10010,2,2,989506,207378
POINT (-73.93978512263722 40.845459944636765),06M349,M349,Harbor Heights,1,3,M173,1063503,1021420154.0,306 FORT WASHINGTON AVENUE,MANHATTAN,1,NY,10033,6,6,1000910,247307
POINT (-73.97981343491014 40.71604867662967),01M110,M110,P.S. 110 Florence Nightingale,1,2,M110,1087052,1003310140.0,285 DELANCY STREET,MANHATTAN,1,NY,10002,1,1,989846,200153
POINT (-73.89174396530468 40.647396652596974),18K366,K366,The Science And Medicine Middle School,1,3,K366,3230691,3082150012.0,965 EAST 107TH STREET,BROOKLYN,3,NY,11236,18,18,1014291,175159
POINT (-73.91268628037136 40.87737994424796),10X284,X284,Bronx School of Law and Finance,1,5,X475,1064532,1022150080.0,99 TERRACE VIEW AVENUE,BRONX,2,NY,10463,10,10,1008396,258943
POINT (-73.76462124459117 40.60800276102384),27Q104,Q104,P.S. 104 The Bays Water,1,2,Q104,4442313,4156930001.0,26-01 MOTT AVENUE,QUEENS,4,NY,11691,27,27,1049606,160876
POINT (-73.89468251679153 40.858689998046266),10X085,X085,P.S. 085 Great Expectations,1,2,X085,2011054,2030240021.0,2400 MARION AVENUE,BRONX,2,NY,10458,10,10,1013383,252139
POINT (-73.9533044640123 40.70399695575974),14K071,K071,Juan Morel Campos Secondary School,1,4,K071,3061064,3022270001.0,215 HEYWARD STREET,BROOKLYN,3,NY,11206,14,14,997197,195765
POINT (-74.0020225965099 40.679462683635094),15K146,K146,"The Brooklyn New School, P.S. 146",1,2,K142,3336036,3003690001.0,610 HENRY STREET,BROOKLYN,3,NY,11231,15,15,983689,186823
POINT (-73.9129142002488 40.62053765705321),84K781,K781,Success Academy Charter School - Bergen Beach - New York 4,2,2,K078,3236496,3083880002.0,1420 EAST  68 STREET,BROOKLYN,3,NY,11234,22,84,1008426,165367
POINT (-73.91203854694886 40.81485776666875),07X584,X584,I.S. 584,1,3,X162,2004314,2026160001.0,600 SAINT ANN'S AVENUE,BRONX,2,NY,10455,7,7,1008598,236164
POINT (-73.90012166346203 40.8284069717406),84X587,X587,NYC Autism Charter School Bronx,2,8,X198,2004869,2026720001.0,1180 TINTON AVENUE,BRONX,2,NY,10456,12,84,1011891,241104
POINT (-73.88248751510243 40.855392811830185),10X264,X264,Bronx Academy for Software Engineering (BASE),1,5,X660,2012887,2031040007.0,2474 CROTONA AVENUE,BRONX,2,NY,10458,10,10,1016758,250942
POINT (-73.90821991793331 40.71271191247128),24Q290,Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,1,2,Q290,4080234,4033650027.0,55-20 METROPOLITAN AVENUE,QUEENS,4,NY,11385,24,24,1009694,198950
POINT (-73.98631383578876 40.593028549309324),21K348,K348,High School of Sports Management,1,5,K400,3186454,3068830001.0,2630 BENSON AVENUE,BROOKLYN,3,NY,11214,21,21,988051,155333
POINT (-73.9609242795321 40.66891338387171),17K241,K241,P.S. 241 Emma L. Johnston,1,2,K241,3378160,3011880001.0,976 PRESIDENT STREET,BROOKLYN,3,NY,11225,17,17,995090,182982
POINT (-74.18727638287947 40.52938922550922),31R005,R005,P.S. 005 Huguenot,1,2,R005,5082407,5065660001.0,348 DEISIUS STREET,STATEN ISLAND,5,NY,10312,31,31,932189,132203
POINT (-73.85554326311143 40.70843092338607),28Q686,Q686,Queens Metropolitan High School,1,5,Q686,4447233,4.0388608E+9,91-30 METROPOLITAN AVENUE,QUEENS,4,NY,11375,28,28,1024300,197410
POINT (-73.95740920381236 40.81070598704216),05M036,M036,P.S. 036 Margaret Douglas,1,2,M036,1055890,1018500002.0,123 MORNINGSIDE DRIVE,MANHATTAN,1,NY,10027,5,5,996040,234642
POINT (-73.89436835002638 40.822056058077806),12X217,X217,School of Performing Arts,1,3,X116,2005660,2027140004.0,977 FOX STREET,BRONX,2,NY,10459,12,12,1013486,238792
POINT (-73.90955440535225 40.62244269383175),22K312,K312,P.S. 312 Bergen Beach,1,2,K312,3236665,3083930001.0,7103 AVENUE T,BROOKLYN,3,NY,11234,22,22,1009358,166062
POINT (-74.0245318888101 40.63357283939108),20K030,K030,P.S./I.S. 30 Mary White Ovington,1,15,K331,3146550,3058910048.0,7002 4TH AVENUE,BROOKLYN,3,NY,11209,20,20,977441,170105
POINT (-73.95369241581471 40.685486393467365),13K595,K595,Bedford Academy High School,1,5,K994,3329679,3018120001.0,1119 BEDFORD AVENUE,BROOKLYN,3,NY,11216,13,13,997093,189021
POINT (-73.93052892369288 40.7968896955169),04M206,M206,P.S. 206 Jose Celso Barbosa,1,15,M206,1084005,1018160001.0,508 EAST 120 STREET,MANHATTAN,1,NY,10035,4,4,1003485,229613
POINT (-73.92329774919006 40.83497909184717),09X114,X114,P.S. X114 - Luis Llorens Torres Schools,1,2,X114,2003022,2.0249501E+9,1155 CROMWELL AVENUE,BRONX,2,NY,10452,9,9,1005475,243492
POINT (-73.94638166772003 40.67907966393673),13K093,K093,P.S. 093 William H. Prescott,1,2,K093,3053993,3018680007.0,31 NEW YORK AVENUE,BROOKLYN,3,NY,11216,13,13,999122,186688
POINT (-73.95481503321452 40.71556124603341),14K558,K558,Williamsburg High School for Architecture and Design,1,5,K650,3062135,3023300011.0,257 NORTH  6 STREET,BROOKLYN,3,NY,11211,14,14,996776,199978
POINT (-73.8459922876849 40.67090571356278),27Q308,Q308,Robert H. Goddard High School of Communication Arts and Technology,1,5,Q202,4245993,4114030001.0,138-30 LAFAYETTE STREET,QUEENS,4,NY,11417,27,27,1026972,183743
POINT (-73.90177467308054 40.83950801250612),09X241,X241,"Urban Assembly School for Applied Math and Science, The",1,4,X970,2009555,2029130001.0,1595 BATHGATE AVENUE,BRONX,2,NY,10457,9,9,1011429,245148
POINT (-73.89332812698042 40.664067200782426),19K013,K013,P.S. 013 Roberto Clemente,1,2,K013,3085070,3038230001.0,557 PENNSYLVANIA AVENUE,BROOKLYN,3,NY,11207,19,19,1013844,181232
POINT (-73.98262470952372 40.65620214701701),84K758,K758,Brooklyn Urban Garden Charter School,2,3,KBNU,3017307,3008890001.0,500 19TH STREET,BROOKLYN,3,NY,11215,15,84,989071,178349
POINT (-73.83968220821156 40.88600229865199),11X529,X529,One World Middle School at Edenwald,1,3,X142,2066190,2049350001.0,3750 BAYCHESTER AVENUE,BRONX,2,NY,10466,11,11,1028579,262113
POINT (-73.89597673472045 40.673766929852775),19K660,K660,W. H. Maxwell Career and Technical Education High School,1,5,K660,3083660,3037040001.0,145 PENNSYLVANIA AVENUE,BROOKLYN,3,NY,11207,19,19,1013105,184765
POINT (-73.76911995023563 40.67348348368193),28Q080,Q080,PS 80  The Thurgood Marshall Magnet School of Multimedia and Communication,1,2,Q080,4270056,4124950166.0,171-05 137TH AVENUE,JAMAICA,4,NY,11434,28,28,1048294,184729
POINT (-73.9606894436808 40.669805356392835),17K547,K547,Brooklyn Academy of Science and the Environment,1,5,K440,3029686,3011870001.0,883 CLASSON AVENUE,BROOKLYN,3,NY,11225,17,17,995155,183307
POINT (-73.90706463496785 40.64874950869941),18K066,K066,P.S. 66,1,15,K066,3325418,3081290060.0,845 EAST  96 STREET,BROOKLYN,3,NY,11236,18,18,1010039,175647
POINT (-74.01745689972164 40.70638481457556),75M094,M094,P.S. M094,1,7,M276,1087945,1000160040.0,55 BATTERY PLACE,MANHATTAN,1,NY,10280,2,75,979410,196632
POINT (-73.89091850779296 40.817257819747326),79X607,X607,ALC - Lafayette Academy,1,8,XAJF,2005939,2027390015.0,1201 LAFAYETTE AVENUE,BRONX,2,NY,10474,8,79,1014443,237045
POINT (-73.91175118719372 40.696457424118094),32K403,K403,Academy for Excellence in Leadership,1,5,K480,3076908,3033650098.0,400 IRVING AVENUE,BROOKLYN,3,NY,11237,32,32,1008721,193027
POINT (-74.14555813323848 40.54549040737279),31R024,R024,I.S. 024 Myra S. Barnes,1,3,R024,5065854,5051530108.0,750 DURANT AVENUE,STATEN ISLAND,5,NY,10308,31,31,943796,138047
POINT (-73.89040277225986 40.867169879778444),10X046,X046,P.S. 046 Edgar Allan Poe,1,2,X046,2094729,2032950001.0,279 EAST 196 STREET,BRONX,2,NY,10458,10,10,1014563,255230
POINT (-74.15732791426076 40.59148064160846),31R069,R069,P.S. 069 Daniel D. Tompkins,1,2,R069,5037541,5023660073.0,144 KEATING PLACE,STATEN ISLAND,5,NY,10314,31,31,940555,154808
POINT (-73.94890203963293 40.810499420964355),05M154,M154,P.S. 154 Harriet Tubman,1,2,M154,1058671,1019320010.0,250 WEST 127 STREET,MANHATTAN,1,NY,10027,5,5,998395,234568
POINT (-73.98603883388188 40.720040480751585),01M509,M509,Marta Valle High School,1,5,M025,1004323,1003540080.0,145 STANTON STREET,MANHATTAN,1,NY,10002,1,1,988120,201607
POINT (-74.00520545433491 40.62483592983815),20K176,K176,P.S. 176 Ovington,1,2,K176,3143190,3057740001.0,1225 69 STREET,BROOKLYN,3,NY,11219,20,20,982805,166921
POINT (-73.97825493139656 40.72753795203201),01M361,M361,The Children's Workshop School,1,2,M061,1079053,1003940012.0,610 EAST  12 STREET,MANHATTAN,1,NY,10009,1,1,990277,204339
POINT (-73.94500082954924 40.81459824049689),84M481,M481,Democracy Prep Harlem Charter School,2,7,MAYS,1058809,1019390026.0,207 WEST 133RD STREET,MANHATTAN,1,NY,10030,5,84,999474,236062
POINT (-73.97101006965126 40.64486110802911),22K890,K890,M.S. 890,1,3,K338,3124797,3053420006.0,21 HINCKLEY PLACE,BROOKLYN,3,NY,11218,15,22,992295,174218
POINT (-73.85999899493277 40.82292520925019),08X448,X448,Soundview Academy for Culture and Scholarship,1,3,X131,2103869,2036440001.0,885 BOLTON AVENUE,BRONX,2,NY,10473,8,8,1022998,239122
